contrast_id	rds_id	fine_cell_type	broad_cell_type	signature_group	sex	apoe_group	query_mode	pathway_collection	collection_role	structural_status	structurally_available	background_size	query_size	pathway_count	testable_pathways	locally_significant_pathways	globally_significant_pathways	minimum_local_fdr_bh	top_pathway	schema_version
vasculature::End::AD_vs_NCI__Female__e4	vasculature	End	Vasculature_cells	F_e4	Female	e4	AD_up_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	402	3	149	54	0	0	0.104640451111028	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
vasculature::End::AD_vs_NCI__Female__e4	vasculature	End	Vasculature_cells	F_e4	Female	e4	AD_down_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	402	5	4	4	0	0	1	Mitochondrial translation	fine_deg_pathway_fine_cell_summary_v1
vasculature::End::AD_vs_NCI__Female__e4	vasculature	End	Vasculature_cells	F_e4	Female	e4	AD_down_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	402	5	46	30	0	0	1	Protein homeostasis	fine_deg_pathway_fine_cell_summary_v1
vasculature::End::AD_vs_NCI__Female__e4	vasculature	End	Vasculature_cells	F_e4	Female	e4	AD_down_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	402	5	149	54	0	0	1	CI assembly factors	fine_deg_pathway_fine_cell_summary_v1
vasculature::End::AD_vs_NCI__Male__e2	vasculature	End	Vasculature_cells	M_e2	Male	e2	AD_any_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	325	19	4	4	1	1	3.3513332201078e-15	mtDNA-encoded OXPHOS	fine_deg_pathway_fine_cell_summary_v1
vasculature::End::AD_vs_NCI__Male__e2	vasculature	End	Vasculature_cells	M_e2	Male	e2	AD_any_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	325	19	46	21	4	2	2.01662926799141e-07	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
vasculature::End::AD_vs_NCI__Male__e2	vasculature	End	Vasculature_cells	M_e2	Male	e2	AD_any_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	325	19	149	38	7	2	3.64913867541302e-07	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
vasculature::End::AD_vs_NCI__Male__e2	vasculature	End	Vasculature_cells	M_e2	Male	e2	AD_up_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	325	1	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::End::AD_vs_NCI__Male__e2	vasculature	End	Vasculature_cells	M_e2	Male	e2	AD_up_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	325	1	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::End::AD_vs_NCI__Male__e2	vasculature	End	Vasculature_cells	M_e2	Male	e2	AD_up_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	325	1	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::End::AD_vs_NCI__Male__e2	vasculature	End	Vasculature_cells	M_e2	Male	e2	AD_down_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	325	18	4	4	1	1	1.41108767162434e-15	mtDNA-encoded OXPHOS	fine_deg_pathway_fine_cell_summary_v1
vasculature::End::AD_vs_NCI__Male__e2	vasculature	End	Vasculature_cells	M_e2	Male	e2	AD_down_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	325	18	46	21	4	2	4.97239995913181e-08	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
vasculature::End::AD_vs_NCI__Male__e2	vasculature	End	Vasculature_cells	M_e2	Male	e2	AD_down_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	325	18	149	38	7	2	8.99767611652424e-08	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
vasculature::End::AD_vs_NCI__Male__e33	vasculature	End	Vasculature_cells	M_e33	Male	e33	AD_any_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	315	9	4	4	1	1	8.13480064496058e-10	mtDNA-encoded OXPHOS	fine_deg_pathway_fine_cell_summary_v1
vasculature::End::AD_vs_NCI__Male__e33	vasculature	End	Vasculature_cells	M_e33	Male	e33	AD_any_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	315	9	46	18	2	2	0.000756100441054326	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
vasculature::End::AD_vs_NCI__Male__e33	vasculature	End	Vasculature_cells	M_e33	Male	e33	AD_any_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	315	9	149	34	2	2	0.00142818972199151	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
vasculature::End::AD_vs_NCI__Male__e33	vasculature	End	Vasculature_cells	M_e33	Male	e33	AD_up_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	315	7	4	4	1	1	2.31198372156705e-11	mtDNA-encoded OXPHOS	fine_deg_pathway_fine_cell_summary_v1
vasculature::End::AD_vs_NCI__Male__e33	vasculature	End	Vasculature_cells	M_e33	Male	e33	AD_up_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	315	7	46	18	2	2	2.70819207110595e-05	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
vasculature::End::AD_vs_NCI__Male__e33	vasculature	End	Vasculature_cells	M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	315	7	149	34	2	2	5.11547391208901e-05	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
vasculature::End::AD_vs_NCI__Male__e33	vasculature	End	Vasculature_cells	M_e33	Male	e33	AD_down_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	315	2	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::End::AD_vs_NCI__Male__e33	vasculature	End	Vasculature_cells	M_e33	Male	e33	AD_down_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	315	2	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::End::AD_vs_NCI__Male__e33	vasculature	End	Vasculature_cells	M_e33	Male	e33	AD_down_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	315	2	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::End::AD_vs_NCI__Male__e4	vasculature	End	Vasculature_cells	M_e4	Male	e4	AD_any_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	351	0	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::End::AD_vs_NCI__Male__e4	vasculature	End	Vasculature_cells	M_e4	Male	e4	AD_any_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	351	0	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::End::AD_vs_NCI__Male__e4	vasculature	End	Vasculature_cells	M_e4	Male	e4	AD_any_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	351	0	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::End::AD_vs_NCI__Male__e4	vasculature	End	Vasculature_cells	M_e4	Male	e4	AD_up_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	351	0	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::End::AD_vs_NCI__Male__e4	vasculature	End	Vasculature_cells	M_e4	Male	e4	AD_up_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	351	0	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::End::AD_vs_NCI__Male__e4	vasculature	End	Vasculature_cells	M_e4	Male	e4	AD_up_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	351	0	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::End::AD_vs_NCI__Male__e4	vasculature	End	Vasculature_cells	M_e4	Male	e4	AD_down_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	351	0	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::End::AD_vs_NCI__Male__e4	vasculature	End	Vasculature_cells	M_e4	Male	e4	AD_down_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	351	0	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::End::AD_vs_NCI__Male__e4	vasculature	End	Vasculature_cells	M_e4	Male	e4	AD_down_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	351	0	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib FLRT2::AD_vs_NCI__Female__e2	vasculature	Fib FLRT2	Vasculature_cells	F_e2	Female	e2	AD_any_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	352	0	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib FLRT2::AD_vs_NCI__Female__e2	vasculature	Fib FLRT2	Vasculature_cells	F_e2	Female	e2	AD_any_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	352	0	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib FLRT2::AD_vs_NCI__Female__e2	vasculature	Fib FLRT2	Vasculature_cells	F_e2	Female	e2	AD_any_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	352	0	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib FLRT2::AD_vs_NCI__Female__e2	vasculature	Fib FLRT2	Vasculature_cells	F_e2	Female	e2	AD_up_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	352	0	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib FLRT2::AD_vs_NCI__Female__e2	vasculature	Fib FLRT2	Vasculature_cells	F_e2	Female	e2	AD_up_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	352	0	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib FLRT2::AD_vs_NCI__Female__e2	vasculature	Fib FLRT2	Vasculature_cells	F_e2	Female	e2	AD_up_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	352	0	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib FLRT2::AD_vs_NCI__Female__e2	vasculature	Fib FLRT2	Vasculature_cells	F_e2	Female	e2	AD_down_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	352	0	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib FLRT2::AD_vs_NCI__Female__e2	vasculature	Fib FLRT2	Vasculature_cells	F_e2	Female	e2	AD_down_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	352	0	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib FLRT2::AD_vs_NCI__Female__e2	vasculature	Fib FLRT2	Vasculature_cells	F_e2	Female	e2	AD_down_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	352	0	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib FLRT2::AD_vs_NCI__Female__e33	vasculature	Fib FLRT2	Vasculature_cells	F_e33	Female	e33	AD_any_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	366	0	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib FLRT2::AD_vs_NCI__Female__e33	vasculature	Fib FLRT2	Vasculature_cells	F_e33	Female	e33	AD_any_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	366	0	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib FLRT2::AD_vs_NCI__Female__e33	vasculature	Fib FLRT2	Vasculature_cells	F_e33	Female	e33	AD_any_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	366	0	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib FLRT2::AD_vs_NCI__Female__e33	vasculature	Fib FLRT2	Vasculature_cells	F_e33	Female	e33	AD_up_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	366	0	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib FLRT2::AD_vs_NCI__Female__e33	vasculature	Fib FLRT2	Vasculature_cells	F_e33	Female	e33	AD_up_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	366	0	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib FLRT2::AD_vs_NCI__Female__e33	vasculature	Fib FLRT2	Vasculature_cells	F_e33	Female	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	366	0	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib FLRT2::AD_vs_NCI__Female__e33	vasculature	Fib FLRT2	Vasculature_cells	F_e33	Female	e33	AD_down_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	366	0	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib FLRT2::AD_vs_NCI__Female__e33	vasculature	Fib FLRT2	Vasculature_cells	F_e33	Female	e33	AD_down_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	366	0	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib FLRT2::AD_vs_NCI__Female__e33	vasculature	Fib FLRT2	Vasculature_cells	F_e33	Female	e33	AD_down_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	366	0	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib FLRT2::AD_vs_NCI__Female__e4	vasculature	Fib FLRT2	Vasculature_cells	F_e4	Female	e4	AD_any_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	370	0	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib FLRT2::AD_vs_NCI__Female__e4	vasculature	Fib FLRT2	Vasculature_cells	F_e4	Female	e4	AD_any_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	370	0	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib FLRT2::AD_vs_NCI__Female__e4	vasculature	Fib FLRT2	Vasculature_cells	F_e4	Female	e4	AD_any_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	370	0	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib FLRT2::AD_vs_NCI__Female__e4	vasculature	Fib FLRT2	Vasculature_cells	F_e4	Female	e4	AD_up_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	370	0	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib FLRT2::AD_vs_NCI__Female__e4	vasculature	Fib FLRT2	Vasculature_cells	F_e4	Female	e4	AD_up_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	370	0	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib FLRT2::AD_vs_NCI__Female__e4	vasculature	Fib FLRT2	Vasculature_cells	F_e4	Female	e4	AD_up_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	370	0	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib FLRT2::AD_vs_NCI__Female__e4	vasculature	Fib FLRT2	Vasculature_cells	F_e4	Female	e4	AD_down_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	370	0	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib FLRT2::AD_vs_NCI__Female__e4	vasculature	Fib FLRT2	Vasculature_cells	F_e4	Female	e4	AD_down_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	370	0	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib FLRT2::AD_vs_NCI__Female__e4	vasculature	Fib FLRT2	Vasculature_cells	F_e4	Female	e4	AD_down_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	370	0	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib FLRT2::AD_vs_NCI__Male__e2	vasculature	Fib FLRT2	Vasculature_cells	M_e2	Male	e2	AD_any_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	300	0	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib FLRT2::AD_vs_NCI__Male__e2	vasculature	Fib FLRT2	Vasculature_cells	M_e2	Male	e2	AD_any_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	300	0	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib FLRT2::AD_vs_NCI__Male__e2	vasculature	Fib FLRT2	Vasculature_cells	M_e2	Male	e2	AD_any_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	300	0	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib FLRT2::AD_vs_NCI__Male__e2	vasculature	Fib FLRT2	Vasculature_cells	M_e2	Male	e2	AD_up_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	300	0	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib FLRT2::AD_vs_NCI__Male__e2	vasculature	Fib FLRT2	Vasculature_cells	M_e2	Male	e2	AD_up_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	300	0	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib FLRT2::AD_vs_NCI__Male__e2	vasculature	Fib FLRT2	Vasculature_cells	M_e2	Male	e2	AD_up_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	300	0	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib FLRT2::AD_vs_NCI__Male__e2	vasculature	Fib FLRT2	Vasculature_cells	M_e2	Male	e2	AD_down_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	300	0	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib FLRT2::AD_vs_NCI__Male__e2	vasculature	Fib FLRT2	Vasculature_cells	M_e2	Male	e2	AD_down_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	300	0	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib FLRT2::AD_vs_NCI__Male__e2	vasculature	Fib FLRT2	Vasculature_cells	M_e2	Male	e2	AD_down_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	300	0	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib FLRT2::AD_vs_NCI__Male__e33	vasculature	Fib FLRT2	Vasculature_cells	M_e33	Male	e33	AD_any_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	343	0	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib FLRT2::AD_vs_NCI__Male__e33	vasculature	Fib FLRT2	Vasculature_cells	M_e33	Male	e33	AD_any_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	343	0	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib FLRT2::AD_vs_NCI__Male__e33	vasculature	Fib FLRT2	Vasculature_cells	M_e33	Male	e33	AD_any_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	343	0	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib FLRT2::AD_vs_NCI__Male__e33	vasculature	Fib FLRT2	Vasculature_cells	M_e33	Male	e33	AD_up_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	343	0	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib FLRT2::AD_vs_NCI__Male__e33	vasculature	Fib FLRT2	Vasculature_cells	M_e33	Male	e33	AD_up_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	343	0	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib FLRT2::AD_vs_NCI__Male__e33	vasculature	Fib FLRT2	Vasculature_cells	M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	343	0	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib FLRT2::AD_vs_NCI__Male__e33	vasculature	Fib FLRT2	Vasculature_cells	M_e33	Male	e33	AD_down_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	343	0	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib FLRT2::AD_vs_NCI__Male__e33	vasculature	Fib FLRT2	Vasculature_cells	M_e33	Male	e33	AD_down_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	343	0	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib FLRT2::AD_vs_NCI__Male__e33	vasculature	Fib FLRT2	Vasculature_cells	M_e33	Male	e33	AD_down_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	343	0	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib FLRT2::AD_vs_NCI__Male__e4	vasculature	Fib FLRT2	Vasculature_cells	M_e4	Male	e4	AD_any_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	334	2	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib FLRT2::AD_vs_NCI__Male__e4	vasculature	Fib FLRT2	Vasculature_cells	M_e4	Male	e4	AD_any_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	334	2	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib FLRT2::AD_vs_NCI__Male__e4	vasculature	Fib FLRT2	Vasculature_cells	M_e4	Male	e4	AD_any_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	334	2	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib FLRT2::AD_vs_NCI__Male__e4	vasculature	Fib FLRT2	Vasculature_cells	M_e4	Male	e4	AD_up_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	334	0	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib FLRT2::AD_vs_NCI__Male__e4	vasculature	Fib FLRT2	Vasculature_cells	M_e4	Male	e4	AD_up_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	334	0	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib FLRT2::AD_vs_NCI__Male__e4	vasculature	Fib FLRT2	Vasculature_cells	M_e4	Male	e4	AD_up_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	334	0	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib FLRT2::AD_vs_NCI__Male__e4	vasculature	Fib FLRT2	Vasculature_cells	M_e4	Male	e4	AD_down_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	334	2	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib FLRT2::AD_vs_NCI__Male__e4	vasculature	Fib FLRT2	Vasculature_cells	M_e4	Male	e4	AD_down_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	334	2	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib FLRT2::AD_vs_NCI__Male__e4	vasculature	Fib FLRT2	Vasculature_cells	M_e4	Male	e4	AD_down_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	334	2	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib SLC4A4::AD_vs_NCI__Female__e2	vasculature	Fib SLC4A4	Vasculature_cells	F_e2	Female	e2	AD_any_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	405	0	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib SLC4A4::AD_vs_NCI__Female__e2	vasculature	Fib SLC4A4	Vasculature_cells	F_e2	Female	e2	AD_any_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	405	0	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib SLC4A4::AD_vs_NCI__Female__e2	vasculature	Fib SLC4A4	Vasculature_cells	F_e2	Female	e2	AD_any_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	405	0	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib SLC4A4::AD_vs_NCI__Female__e2	vasculature	Fib SLC4A4	Vasculature_cells	F_e2	Female	e2	AD_up_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	405	0	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib SLC4A4::AD_vs_NCI__Female__e2	vasculature	Fib SLC4A4	Vasculature_cells	F_e2	Female	e2	AD_up_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	405	0	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib SLC4A4::AD_vs_NCI__Female__e2	vasculature	Fib SLC4A4	Vasculature_cells	F_e2	Female	e2	AD_up_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	405	0	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib SLC4A4::AD_vs_NCI__Female__e2	vasculature	Fib SLC4A4	Vasculature_cells	F_e2	Female	e2	AD_down_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	405	0	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib SLC4A4::AD_vs_NCI__Female__e2	vasculature	Fib SLC4A4	Vasculature_cells	F_e2	Female	e2	AD_down_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	405	0	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib SLC4A4::AD_vs_NCI__Female__e2	vasculature	Fib SLC4A4	Vasculature_cells	F_e2	Female	e2	AD_down_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	405	0	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib SLC4A4::AD_vs_NCI__Female__e33	vasculature	Fib SLC4A4	Vasculature_cells	F_e33	Female	e33	AD_any_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	438	0	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib SLC4A4::AD_vs_NCI__Female__e33	vasculature	Fib SLC4A4	Vasculature_cells	F_e33	Female	e33	AD_any_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	438	0	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib SLC4A4::AD_vs_NCI__Female__e33	vasculature	Fib SLC4A4	Vasculature_cells	F_e33	Female	e33	AD_any_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	438	0	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib SLC4A4::AD_vs_NCI__Female__e33	vasculature	Fib SLC4A4	Vasculature_cells	F_e33	Female	e33	AD_up_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	438	0	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib SLC4A4::AD_vs_NCI__Female__e33	vasculature	Fib SLC4A4	Vasculature_cells	F_e33	Female	e33	AD_up_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	438	0	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
