AGRN	PLEC
RAB11A	GABPB2
RAB11A	CKS1B
RAB11A	Z99758.1
RAB11A	AC018682.1
RAB11A	KCNK12
RAB11A	AC018878.1
RAB11A	AC017002.5
RAB11A	MAP3K20-AS1
RAB11A	AC007383.3
RAB11A	AC009950.1
RAB11A	ARF4
RAB11A	ADAMTS9-AS1
RAB11A	RUVBL1
RAB11A	AC104827.1
RAB11A	ANXA10
RAB11A	TTC23L
RAB11A	PKD2L2
RAB11A	AC022217.3
RAB11A	PHKG1
RAB11A	AC002463.1
RAB11A	PRKX-AS1
RAB11A	LRRCC1
RAB11A	HAS2-AS1
RAB11A	ZC3H3
RAB11A	AL354989.1
RAB11A	AC069287.3
RAB11A	ALKBH3
RAB11A	PC
RAB11A	REXO2
RAB11A	TMEM136
RAB11A	AL157395.1
RAB11A	CLEC12A
RAB11A	GPR19
RAB11A	AL139353.1
RAB11A	AC124312.2
RAB11A	LINC02345
RAB11A	AC022872.1
RAB11A	AC022523.1
RAB11A	DNAH3
RAB11A	AC009097.1
RAB11A	MLYCD
RAB11A	SNAI3
RAB11A	AC090617.4
RAB11A	MPRIP-AS1
RAB11A	TAC4
RAB11A	DDRGK1
RAB11A	GID8
RAB11A	ZBTB7A
RAB11A	ZNF302
RAB11A	AC008537.4
RAB11A	ZNF836
RAB11A	SERPIND1
RAB11A	ZNRF3-AS1
RAB11A	ENTHD1
RAB11A	SHANK3
TIPIN	C6orf203
RPL4	UTP11
LINC01169	TMEM254
LINC01169	LINC00637
AC087482.1	AL117336.1
SMAD3	MFSD2A
SMAD3	SLC35F3
SMAD3	MYT1L
SMAD3	GHR
SMAD3	TOX2
AC012568.1	CNTN4-AS2
AC012568.1	AC011363.1
AC012568.1	AC069133.1
AC012568.1	AC005845.1
AC012568.1	AL139317.1
AC012568.1	PAM16
AC012568.1	AC099518.1
AC012568.1	AL021393.1
PAQR5	WDR63
PAQR5	LINC01192
PAQR5	AC096711.3
PAQR5	LINC02208
PAQR5	HCG11
PAQR5	LINC01162
PAQR5	CASC9
PAQR5	CASC8
PAQR5	TRPM6
PAQR5	AC006305.1
PAQR5	CCBE1
PAQR5	ZNF343
KIF23	AC010531.6
KIF23	MCM8-AS1
RPLP1	PUSL1
RPLP1	MRPL24
RPLP1	IAH1
RPLP1	SNRPG
RPLP1	ATP5ME
RPLP1	AC024230.1
RPLP1	RPS23
RPLP1	NOP16
RPLP1	AC008443.5
RPLP1	OOEP
RPLP1	EEF1A1
RPLP1	NDUFA1
RPLP1	RPLP2
RPLP1	SVIP
RPLP1	RPS26
RPLP1	NACA
RPLP1	DHRS1
RPLP1	IFI27L2
RPLP1	DDX28
RPLP1	LINC00672
RPLP1	RPL19
RPLP1	NACA2
RPLP1	PSMC5
RPLP1	MMP24OS
RPLP1	RPS28
RPLP1	RPL18
RPLP1	GRK3
RPLP1	RPL3
AC027237.2	PDLIM7
AC027237.2	DDX54
AC027237.2	DDX19A
AC022872.1	AC105206.2
AC022872.1	AC004034.1
AC009690.2	DHODH
HEXA-AS1	AC091685.1
HEXA-AS1	AC245033.1
LINC02259	ATXN7L3
CD276	MICALL1
LINGO1	ST3GAL3
LINGO1	CRTC2
LINGO1	RASGEF1B
LINGO1	NRM
LINGO1	SLC26A3
LINGO1	FAM131B
LINGO1	AL807752.6
LINGO1	IFITM10
LINGO1	MED17
LINGO1	AP006565.1
ST20-AS1	AC112220.4
AC016705.1	AC009120.4
AC027808.1	ROCR
MESD	NUTM2A-AS1
CFAP161	AC005832.4
IL16	SV2C
IL16	TRAPPC5
TMC3	AC116096.1
TMC3	TMC3-AS1
AC060809.1	LINC01099
AC060809.1	WARS
GOLGA6L9	GOLGA6L10
RPS17	KRTCAP2
RPS17	C3orf33
RPS17	GAL3ST3
RPS17	SETDB2
RPS17	THOC6
RPS17	GABARAP
RPS17	C18orf32
AC245033.1	AC092718.8
BTBD1	ADA2
ALPK3	ZSCAN22
AC087286.2	AL591926.2
AC087286.2	AC012309.1
AGBL1	AC062021.1
AGBL1	LINC00609
HAPLN3	ETV3
HAPLN3	AC002064.1
HAPLN3	AC010325.1
AC013565.1	ATG16L1
MIR9-3HG	SFPQ
MIR9-3HG	RNF2
MIR9-3HG	KIF21B
MIR9-3HG	IBA57
MIR9-3HG	LINC01954
MIR9-3HG	MRPS30-DT
MIR9-3HG	VLDLR-AS1
MIR9-3HG	SEMA4D
MIR9-3HG	ALKBH8
MIR9-3HG	RIN3
MIR9-3HG	DIS3L
MIR9-3HG	LAMA3
MIR9-3HG	PMEPA1
MIR9-3HG	TXNRD2
MIR9-3HG	GRAP2
PLIN1	LINC01134
PLIN1	HTR3E-AS1
PLIN1	HIST1H4H
PLIN1	ZNF100
PLIN1	AP001596.1
MESP2	FPGT-TNNI3K
MESP2	VEGFC
MESP2	HP
ANPEP	AL139412.1
ANPEP	AC068759.1
ANPEP	AC026741.1
ANPEP	LINC00581
ANPEP	SEMA3C
ANPEP	SLC22A24
ANPEP	AC006064.1
ANPEP	AC087741.1
ANPEP	FAM83D
ANPEP	DDX27
ANPEP	AC010511.1
ANPEP	CAPN12
C15orf38-AP3S2	CMPK2
C15orf38-AP3S2	LINC01238-1
SEMA4B	AC073896.1
IQGAP1	DRD4
AC103739.2	BCDIN3D-AS1
PRC1	AC099568.2
PRC1	AC233266.2
SV2B	CAMK1G
SV2B	SYNGR3
AC091078.1	AC110023.1
AC110023.1	LINC01579
LINC02207	LINC01580
AC020704.1	ABCG4
AC020704.1	AC005288.1
LINC02253	PFKFB2
FAM169B	AC068389.3
FAM169B	AC103409.1
AC084855.2	MYO1F
AC027020.2	LINS1
CHSY1	RIPOR2
CHSY1	AC036108.3
WASIR2	AC009955.4
WASIR2	GAL3ST2
MPG	MRPL15
HBA2	AL445685.1
HBA2	HBB
MRPL28	PEX5
METTL26	REC8
METRN	HMX1
METRN	ABHD17A
SOX8	AL139158.2
SOX8	ZBTB18
SOX8	MYCN
SOX8	DUSP7
SOX8	DLL1
SOX8	PLXNA3
SOX8	EXOSC6
SOX8	FASN
SOX8	ZNF358
SOX8	CSNK1E
TSR3	RAE1
CRAMP1	ANAPC2
NME3	TOE1
NME3	PSRC1
NME3	AL355472.1
NME3	HYAL2
NME3	ZNF674-AS1
NME3	ZCCHC18
NME3	FBXL6
NME3	SIRT3
NME3	TMEM121
NME3	COMMD4
NME3	MPG
NME3	SPSB3
NME3	KATNB1
NME3	MIF4GD
NME3	OXLD1
NME3	CDC37
NME3	REX1BD
NME3	AC010331.1
SPSB3	TMEM240
SPSB3	ING2
SPSB3	ZFYVE21
SPSB3	FGF22
SPSB3	PIH1D1
SPSB3	GSTT2B
NDUFB10	BRD3OS
NDUFB10	C12orf10
NDUFB10	AC138123.1
NDUFB10	FCF1
NDUFB10	TRAPPC1
NDUFB10	BCL2L1
NDUFB10	MANBAL
NDUFB10	GAMT
NDUFB10	NDUFB7
NDUFB10	OCEL1
NDUFB10	AC020928.2
NDUFB10	JOSD2
RPS2	GCK
RPS2	ATP5PD
RPS2	JPT1
RPS2	AC124319.2
RPS2	RUVBL2
SNHG9	ELOVL1
SNHG9	KDM1B
SNHG9	RPL39
AC005363.2	ITPR1-DT
AC005363.2	MAP3K9
AC005363.2	GAS2L1
RAB26	ANKRD9
RAB26	DLL3
SNHG19	PER3
SNHG19	ZRSR2
SNHG19	TSC22D1-AS1
PGP	AL450998.2
PGP	ZNF454
PGP	ABCC10
PGP	ANKRD13D
PGP	FOXRED1
PGP	DCAF11
PGP	PDCD7
PGP	MCOLN1
PGP	ZNF324
TEDC2	AP002748.3
ELOB	FAAP20
AC004233.3	POLR2M
TNFRSF12A	GPR3
TNFRSF12A	TAGLN2
TNFRSF12A	RGS16
TNFRSF12A	PAQR9
TNFRSF12A	BMPR1B
TNFRSF12A	PRR7-AS1
TNFRSF12A	MICAL1
TNFRSF12A	AL355304.1
TNFRSF12A	EPHA1-AS1
TNFRSF12A	SPHK1
TNFRSF12A	SNAI1
TNFRSF12A	AIRE
HCFC1R1	YDJC
AC025283.3	GTF2H2
GLIS2-AS1	AC145285.6
PAM16	AC099778.1
CORO7	ERICH6
AC023830.1	ERICH5
NUDT16L1	PTPRD-AS1
NUDT16L1	TSPAN4
ZNF500	SBK1
NAGPA-AS1	EMX1
NAGPA-AS1	MAD2L1
NAGPA-AS1	ASMT
NAGPA-AS1	AC239727.1
NAGPA-AS1	AL731577.1
NAGPA-AS1	AC123567.2
NAGPA-AS1	AL121603.2
NAGPA-AS1	AL391095.1
NAGPA-AS1	CCDC157
PMM2	LINC01934
PMM2	LINC01088
PMM2	SOWAHA
AC010654.1	AC007314.1
AC010654.1	AC112229.3
AC010654.1	ZBTB20-AS4
AC010654.1	LINC01545
AC010654.1	GEM
AC010654.1	AL157832.1
AC010654.1	AC008105.3
AC010654.1	ADRA1D
AC010654.1	LRFN3
AC010333.2	AC023157.3
AC109597.1	TRAM2-AS1
AC109597.1	BX547991.1
SHISA9	LRP2
SHISA9	U91319.1
NPIPA7	AC114956.2
XYLT1	IFFO2
XYLT1	TRIM62
XYLT1	IPP
XYLT1	C1orf61
XYLT1	STUM
XYLT1	NABP1
XYLT1	AC053503.1
XYLT1	ACKR3
XYLT1	HEG1
XYLT1	AC108866.1
XYLT1	MAP3K1
XYLT1	DMGDH
XYLT1	ABLIM3
XYLT1	GALNT10
XYLT1	HIST1H1C
XYLT1	MMD2
XYLT1	LINC00265
XYLT1	ASB4
XYLT1	AF241726.2
XYLT1	AC037486.1
XYLT1	PCAT1
XYLT1	PARVA
XYLT1	JRKL
XYLT1	LRRC20
XYLT1	PALD1
XYLT1	LRRC27
XYLT1	RBMS2
XYLT1	GPN3
XYLT1	LINC01234
XYLT1	RIMBP2
XYLT1	ZNF710-AS1
XYLT1	AC092378.1
XYLT1	AC009061.2
XYLT1	NXN
XYLT1	LDLRAD4
XYLT1	PTPRT
XYLT1	ZFR2
XYLT1	CACNG2
XYLT1	TRIOBP
XYLT1	CCT8
AC092287.1	AL354710.2
AC092287.1	RAI1-AS1
AC099518.5	AL035071.1
GPR139	MCUB
GPR139	PHKA1
GPR139	RET
DNAH3	KIF3B
CRYM	ACOT2
CRYM	NAGPA
CRYM	MYH7B
EEF2K	SLCO2A1
EEF2K	TPD52L1
EEF2K	CLTCL1
SCNN1G	AC074138.1
SCNN1B	TGFB3
SCNN1B	OTOA
AC008731.1	ACMSD
AC008731.1	FN1
AC008731.1	AL391839.1
LCMT1-AS2	AC105940.1
LCMT1-AS2	AC010145.1
LCMT1-AS2	OCIAD2
LCMT1-AS2	KLHL15
LCMT1-AS2	AL359636.1
LCMT1-AS2	AL162254.1
LCMT1-AS2	ART4
LCMT1-AS2	AC091534.1
LCMT1-AS2	AL590787.1
LCMT1-AS2	CERNA1
LCMT1-AS2	AC092068.1
LCMT1-AS2	SLC16A8
AQP8	SLC18A1
IL4R	MXRA5
IL4R	AC104964.4
AC138904.1	NET1
AC145285.3	FBXO24
AC145285.3	AC007728.2
AC145285.3	AC004943.1
AC145285.3	AC009802.1
TUFM	METRNL
NPIPB11	LINC01719
AC009133.4	NOP9
TMEM219	MCRS1
TMEM219	ULK3
FAM57B	DAXX
PPP4C	HYI
PPP4C	ZNF610
YPEL3	ABTB1
YPEL3	CENPP
YPEL3	ALDH2
YPEL3	AMER2
YPEL3	TMC7
SULT1A3	FANK1
ZNF785	QPCTL
FBXL19	PLPP7
PYCARD-AS1	LINC00893
COX6A2	AC107463.1
TP53TG3D	FAM239B
AC137761.1	MED20
AC137761.1	AC087269.1
AC026470.2	AC006547.2
HEATR3	SSX2IP
AC007493.1	ZBTB5
NKD1	NGFR
NKD1	AL133325.3
TOX3	PIP5K1B
AC007906.2	AP006545.2
CRNDE	AC013468.1
CRNDE	RAD54B
CRNDE	TP53I11
CRNDE	TNFRSF19
CRNDE	C14orf132
MMP2	LPCAT2
MT4	LINC01709
MT4	NKX3-1
MT4	GLIS2
MT3	ATP13A1
MT3	SLC25A1
MT3	MPST
MT2A	SZT2
MT2A	RUSC1
MT2A	MREG
MT2A	PTMA
MT2A	GRPEL1
MT2A	MGARP
MT2A	ZNF41
MT2A	FAM104B
MT2A	INTS6L
MT2A	AZIN1-AS1
MT2A	TPP1
MT2A	CDK2AP2
MT2A	OTUD1
MT2A	LDB1
MT2A	DAZAP2
MT2A	SNRPF
MT2A	TMEM120B
MT2A	MT3
MT2A	MT1E
MT2A	MT1M
MT2A	MT1F
MT2A	MT1X
MT2A	DCXR
MT2A	ZNF14
MT1E	MID2
MT1E	AL137067.1
MT1E	TIMM10
MT1E	UBE2L6
MT1E	MFSD5
MT1E	INAFM2
MT1E	TXNDC17
MT1M	SNHG18
MT1M	CEBPD
MT1G	AC092376.2
MT1X	MCC
MT1X	DUSP1
MT1X	HDAC2-AS2
MT1X	TSC22D4
MT1X	AL359710.1
MT1X	ASCL1
MT1X	MT1M
MT1X	MIR4527HG
SLC12A3	AC092903.2
SLC12A3	C1QTNF6
PLLP	C7orf43
CCDC102A	KLK14
KIFC3	POU2F2
CNGB1	PLAC1
AC009107.1	TPX2
GINS3	TRIM45
GINS3	COL12A1
NDRG4	BAP1
NDRG4	ZNF385A
CDH8	UNC13C
AC012174.1	SERINC2
AC012174.1	TTC4
AC012174.1	TNNI3K
AC012174.1	RHEX
AC012174.1	AC073987.1
AC012174.1	RGPD4
AC012174.1	LINC01818
AC012174.1	LSMEM2
AC012174.1	ZMYND10
AC012174.1	AC023886.1
AC012174.1	ACOT12
AC012174.1	AP001790.1
AC012174.1	AC137834.1
AC012174.1	LINC02444
AC012174.1	AL139317.3
AC012174.1	NLRP8
AC012174.1	AL022328.2
AC012174.1	AP000695.2
LINC02165	SDHAF4
LINC02165	AC100768.2
LINC02165	SNX11
LINC02165	AC015802.4
AC012322.1	CDCA8
AC012322.1	LINC01739
AC012322.1	AL499616.1
AC012322.1	CR1L
AC012322.1	TBCE-1
AC012322.1	SLC11A1
AC012322.1	LINC00636
AC012322.1	LCP2
AC012322.1	HFE
AC012322.1	ABRACL
AC012322.1	CCDC129
AC012322.1	CRLF2
AC012322.1	KCNA4
AC012322.1	ANGPTL5
AC012322.1	SETD1B
AC012322.1	AL138694.1
AC012322.1	AK7
AC012322.1	CHRNB4
AC012322.1	LINC02253
AC012322.1	MYO15A
AC012322.1	AURKA
AC012322.1	CAPS
AC012322.1	CPAMD8
AC009055.1	AC090124.1
AC009055.1	AP006295.1
CDH5	AC034243.1
CDH5	TCTE1
CDH5	LINC01501
CDH5	LINC00934
CDH5	AC126696.1
CDH5	LINC00670
CDH5	HS3ST3B1
CDH5	AC106037.2
CDH5	PRX
CDH5	SULT2A1
CDH5	AC022150.1
LINC00920	AC008667.2
LINC00920	AL512329.2
LINC00920	AL392023.1
BEAN1	TMEM154
AC010542.3	AC106869.1
AC010542.3	SYCP2L
AC010542.3	TK2
AC010542.3	CLTCL1
TK2	TLNRD1
TK2	GSDMB
CA7	MEX3A
CA7	EGF
CA7	LINC02268
CA7	MORN5
CA7	MARVELD1
CA7	NOP53
FAM96B	FKBP7
FAM96B	GPR27
FAM96B	ATG4A
FAM96B	ATG4D
TMEM208	URB1-AS1
SLC9A5	CHD3
PLEKHG4	PPP1R3B
PLEKHG4	PSG8-AS1
ATP6V0D1	PHAX
AC027682.2	AC079807.1
AC020978.3	WDR4
HAS3	LETM2
TERF2	PAQR7
CALB2	CCR10
HP	HPR
LINC01572	NOSTRIN
LINC01572	PLXNA1
LINC01572	AC125613.1
LINC01572	AC010273.1
LINC01572	AL391807.1
LINC01572	BIN3
LINC01572	COL27A1
LINC01572	IL17D
LINC01572	AC091167.6
LINC01572	DEF8
LINC01572	PEX11G
LINC01572	RFX1
LINC01572	MGAT3
AC004158.1	SESN2
AC004158.1	CATSPERE
AC004158.1	AC078881.1
AC004158.1	BTN3A1
AC004158.1	BAG3
AC004158.1	DUSP3
AC009053.3	TLR3
BCAR1	BOK
BCAR1	ZNF614
AC009163.1	PPCS
AC009163.1	OMD
AC009163.1	AC133550.2
GABARAPL2	PARK7
GABARAPL2	MRFAP1
GABARAPL2	SCOC
GABARAPL2	MRPL14
GABARAPL2	LINC00106
GABARAPL2	DYNLT3
GABARAPL2	NAP1L3
GABARAPL2	THAP1
GABARAPL2	FKBP15
AC025287.3	AC092171.1
AC025287.3	AC012651.1
DUXB	AHNAK
DUXB	LINC02405
CPHXL	AC025287.4
CPHXL	AC105430.1
CPHXL	MYH9
WWOX-AS1	PRKAR2A-AS1
WWOX-AS1	RAET1E
WWOX-AS1	DGAT2L6
WWOX-AS1	AC083805.2
MAF	PCOLCE2
MAF	AC109779.1
MAF	FRG1-DT
MAF	HIST1H2BE
MAF	TDRD6
MAF	CXorf57
MAF	FADS2
MAF	CCNJ
MAF	SFXN2
MAF	DHX33
MAFTRR	OR2T6
MAFTRR	FAP
MAFTRR	FAM122B
AC092718.5	EFCC1
AC092718.6	AC078842.1
PLCG2	SEMA4C
PLCG2	AL627171.2
AC125793.1	KLRB1
AC009063.3	SPATA17
HSBP1	PNRC2
HSBP1	MOB4
HSBP1	ARMC5
SLC38A8	FAM118B
SLC38A8	RPGRIP1
ATP2C2	AL606489.1
ATP2C2	WFDC1
ATP2C2	KCNJ6
CRISPLD2	BMP8A
CRISPLD2	PCED1B
CRISPLD2	SMARCD2
CRISPLD2	CHST8
LINC02176	ZNF273
COX4I1	PITHD1
COX4I1	ATP5IF1
COX4I1	UCHL1
COX4I1	H2AFZ
COX4I1	NAF1
COX4I1	NFKBIL1
COX4I1	LSM5
COX4I1	DNAJB9
COX4I1	RAB33A
COX4I1	SURF2
COX4I1	TOLLIP-AS1
COX4I1	ACP2
COX4I1	COX5A
COX4I1	SEC11C
COX4I1	LGALS1
IRF8	C1QA
C16orf95	KRTAP5-AS1
AC010531.1	C16orf95
AC010531.6	RTL6
FBXO31	CPT1A
FBXO31	AC010531.1
FBXO31	IQCN
MAP1LC3B	C2orf72
MAP1LC3B	AZGP1
MAP1LC3B	ANOS1
MAP1LC3B	NFKBIA
MAP1LC3B	RBBP8
AC010531.3	AC126773.1
ZCCHC14	DNTTIP2
ZCCHC14	BCAS2
ZCCHC14	NIFK-AS1
ZCCHC14	GBE1
ZCCHC14	BCL7B
ZCCHC14	MRPS33
ZCCHC14	C11orf24
ZCCHC14	TCP11L2
ZCCHC14	DECR2
ZCCHC14	BAHCC1
AC092720.1	AC018845.3
AC126696.1	AL355512.1
AC126696.1	CABYR
SLC7A5	ZNF395
CA5A	AP003392.6
BANP	ANKHD1-EIF4EBP3
AC134312.4	SLC25A34-AS1
AC134312.4	TIMD4
AC134312.4	AP003469.2
AC134312.4	AC011825.2
MVD	CDHR1
RPL13	FNDC10
RPL13	TMEM18
RPL13	CSPG5
RPL13	IGFBP7
RPL13	FREM3
RPL13	SLF1
RPL13	MDGA1
RPL13	CALN1
RPL13	ABHD11
RPL13	CASTOR3
RPL13	HEY1
RPL13	CHEK1
DPEP1	ZFP69B
DPEP1	LINC02364
DPEP1	LINC02503
DPEP1	LINC02108
DPEP1	AC116337.3
DPEP1	ATP6V1G2
DPEP1	RNF8
DPEP1	NCOA7-AS1
DPEP1	LINC01449
DPEP1	C7orf25
DPEP1	AL133410.1
DPEP1	NAB2
DPEP1	AL359682.1
DPEP1	AC026471.2
DPEP1	AC027796.4
DPEP1	AC005410.2
DPEP1	HPN
DPEP1	EP300-AS1
SPATA33	LYPD5
VPS9D1-AS1	FAM234B
TUBB3	AL359881.1
TUBB3	PIK3CD-AS2
TUBB3	LINC01221
TUBB3	SRBD1
TUBB3	MALL
TUBB3	APEH
TUBB3	CD109
TUBB3	DBNL
TUBB3	CPA2
TUBB3	KCNH2
TUBB3	AL121601.1
TUBB3	TJP2
TUBB3	NPAT
TUBB3	AC009318.3
TUBB3	NECAB3
TUBB3	AC006486.1
TUBB3	AL022337.1
DEF8	ENGASE
GAS8	PRSS55
NXN	PABPC1L
AC144836.1	HCLS1
AC144836.1	GGT5
AC090617.5	PPP1R13L
HIC1	AC245297.2
HIC1	ANO7
HIC1	AC105411.1
RAP1GAP2	TSPAN18
OR3A2	SPATA22
OR3A3	CNR2
OR3A3	AL033527.4
OR3A3	BRDT
OR3A3	CTXND2
OR3A3	CASP8
OR3A3	ETNPPL
OR3A3	SPATA4
OR3A3	FYB1
OR3A3	AC145146.1
OR3A3	GLRA1
OR3A3	FAM153B
OR3A3	POU6F2-AS2
OR3A3	RPL36A-HNRNPH2
OR3A3	AP002852.1
OR3A3	ALDH1B1
OR3A3	AP003174.1
OR3A3	AC010197.1
OR3A3	GPC5-AS1
OR3A3	PRMT5-AS1
OR3A3	AL161757.5
OR3A3	TRPM1
OR3A3	SLC27A2
OR3A3	CCDC33
OR3A3	HCK
OR3A3	ZNF556
OR3A3	AC011444.3
ASPA	RNF220
ASPA	ANLN
ASPA	LINC01608
EMC6	PGLS
P2RX1	SLC20A1
P2RX1	ABCF2
P2RX1	SHOX
P2RX1	C15orf40
ATP2A3	KCNK15-AS1
ATP2A3	HORMAD2
AC091153.3	GBP3
AC091153.3	IL33
AC091153.3	AP005436.1
AC091153.3	AL583859.2
AC091153.3	EFCAB5
PSMB6	CCDC125
SLC25A11	KLHDC8B
SLC25A11	CDK7
RNF167	POLDIP2
PFN1	PRAF2
PFN1	CRAT
PFN1	UBXN6
KIF1C	TPCN2
SLC52A1	GHRL
USP6	ZNF232
C1QBP	GMPPA
FBXO39	ZFP91-CNTF
GABARAP	AC007325.4
EIF5A	PRELID3B
EIF4A1	PABPC4
EIF4A1	EIF2B4
EIF4A1	SHISA5
EIF4A1	SLC38A3
EIF4A1	Z84485.1
EIF4A1	ZYX
EIF4A1	FAAH2
EIF4A1	ZDHHC9
EIF4A1	TRIB1
EIF4A1	MAPK8IP1
EIF4A1	CS
EIF4A1	UBR7
EIF4A1	PRR25
EIF4A1	SPIRE2
EIF4A1	TRMT1
CD68	AL662884.4
CD68	THAP8
SAT2	C1orf216
SAT2	ZFAND2B
SAT2	URM1
SAT2	MRPS7
TP53	YARS
TMEM88	COLEC10
ALOXE3	PLAC8L1
RANGRF	NHLH2
PIK3R5	C1orf54
PIK3R5	SDC1
PIK3R5	AL158068.2
PIK3R5	AC103974.1
PIK3R5	MORN3
AC027045.2	RASGRP3
AC027045.2	THSD7B
AC027045.2	TXNRD3
AC027045.2	DEPDC1B
AC027045.2	MIR548A1HG
AC027045.2	AC002480.3
AC027045.2	LINC02476
AC027045.2	ANXA13
AC027045.2	ARRDC1
AC027045.2	BARX2
AC027045.2	AC025419.1
AC027045.2	LINC00871
AC027045.2	PSMC3IP
AC027045.2	ZNF347
AC027045.2	Z95114.4
GAS7	GALNT17
AC005291.2	SAP30L
AC005291.2	NUDT10
AC005291.2	RNF219-AS1
MYH13	AXIN1
MYHAS	LINC01594
MYHAS	AC115618.1
MYHAS	DMRT2
MYHAS	ACRBP
MYHAS	GUCY2D
MYHAS	AL132655.2
TMEM238L	MUC7
TMEM238L	LINC02277
SHISA6	NDST4
SHISA6	RAPGEF5
SHISA6	SEMA3D
SHISA6	FREM2
SHISA6	SYN3
LINC00670	USP44
COX10	BMP2K
COX10	TMEM25
ADORA2B	ALAD
PIGL	AC093151.3
PIGL	COX17
PIGL	Z97989.1
PIGL	Z94721.1
PIGL	AC007384.1
PIGL	AC027288.3
PIGL	SH2B3
PIGL	P2RX4
PIGL	GABPB1-AS1
PIGL	PLD6
PIGL	AP001021.1
PIGL	AC008758.1
PIGL	ZIM2
PIGL	PNPLA3
PIGL	PIGP
UBB	PEG10
UBB	BCORL1
UBB	PGAP2
UBB	PNMA8A
UBB	SMIM17
UBB	SOD1
TRPV2	HTR2B
TRPV2	ARL14EPL
TRPV2	AC092070.3
RASD1	DUSP1
SMCR5	FALEC
SMCR5	AL360091.3
SMCR5	STK36
SMCR5	ATP6V0D2
SMCR5	PIK3C2G
MYO15A	AC104036.1
TOP3A	TXNDC15
TOP3A	PCBD2
FBXW10	METTL27
EPN2-AS1	ZIC4
EPN2-AS1	AC096711.2
EPN2-AS1	AC093668.2
EPN2-AS1	USP3-AS1
EPN2-AS1	AC109446.3
EPN2-AS1	PIAS4
AC124066.1	C15orf38-AP3S2
MFAP4	AL020996.2
MFAP4	AL033527.5
MFAP4	SLC45A3
MFAP4	SRD5A2
MFAP4	FAM43A
MFAP4	LINC02057
MFAP4	MIR381HG
MFAP4	MTHFSD
MFAP4	AC116003.1
MFAP4	LIG1
MFAP4	AF064858.1
SLC47A1	RBM47
SLC47A1	FAM204A
SPECC1	PLPP6
CCDC144NL-AS1	PFN2
KCNJ12	POU3F1
KCNJ12	CYR61
KCNJ12	PPM1M
KCNJ12	LINC01331
KCNJ12	AHNAK2
KCNJ12	AC243829.2
KCNJ12	FMNL1
KCNJ12	AC005837.1
KCNJ12	TNFAIP8L1
KCNJ12	KLC3
KCNJ12	PPM1N
KCNJ12	SHISA8
KSR1	TAF5L
KSR1	HMGB2
TMEM199	LINC02177
AC005726.4	AC007249.2
AC005726.4	AC104667.2
AC005726.5	LINC02492
AC005726.5	AC010997.3
AC005726.5	NGDN
AC005726.5	SLC30A4
RPL23A	LSM3
RPL23A	RNF217
RPL23A	ZDHHC4
RPL23A	CCDC71L
RPL23A	GNL3L
RPL23A	POLR2K
RPL23A	UBAP1L
RPL23A	EIF4A3
RPL23A	PFDN4
TRAF4	DUSP6
MYO18A	DDX41
MYO18A	TRIM73
MYO18A	USB1
MYO18A	PCNT
AC068025.2	ORC6
AC104984.6	AL606534.1
AC104984.6	PLCD4
AC104984.6	AC133550.1
AC104984.6	AC007728.1
CRLF3	LINC01389
CRLF3	AGBL5
CRLF3	DENND6A-AS1
CRLF3	AC008871.1
CRLF3	IL3RA
CRLF3	AP001266.2
CRLF3	AC025580.3
CRLF3	RAB11A
CRLF3	MIR762HG
CRLF3	DRC3
CRLF3	AC011933.4
CRLF3	AC005258.1
CRLF3	THOP1
CRLF3	AC022146.2
CRLF3	AC005253.1
CRLF3	BLVRB
OMG	KCNAB2
OMG	AL391645.1
OMG	B3GALT2
OMG	KCNMB2
OMG	B3GAT2
OMG	LRRN3
OMG	C8orf37
OMG	MYORG
OMG	VWCE
OMG	SYCP3
OMG	U91319.1
OMG	C17orf100
OMG	FLRT3
OMG	GRIK1-AS1
EVI2A	AC027277.1
AC004253.1	RPUSD3
AC025211.1	SP140L
AC008133.1	AL512288.1
AC008133.1	AL353604.1
AC015849.1	KCNJ2
AC015849.1	RIPOR3
AC015849.1	AP000146.1
AC243829.2	BHMG1
TBC1D3B	AC128685.1
TBC1D3B	LINC02228
TBC1D3B	TMEM88
TBC1D3B	TSSK6
LHX1-DT	VEGFD
LHX1-DT	GLYATL1
LHX1-DT	FAM210A
AC243585.2	AC022710.1
TBC1D3D	MGAT1
PSMB3	ADAM15
PSMB3	ABCF1
FBXO47	MSS51
RPL19	SLC45A1
RPL19	FAM229A
RPL19	FLAD1
RPL19	MRPS14
RPL19	AC093635.1
RPL19	GRB14
RPL19	EEF1B2
RPL19	RPSA
RPL19	POLR2H
RPL19	RABGEF1
RPL19	WDR45
RPL19	RNF113A
RPL19	SSRP1
RPL19	FAU
RPL19	PLBD2
RPL19	BAG5
RPL19	EMC4
RPL19	RGS19
TCAP	DRICH1
MIEN1	AC022182.2
IKZF3	PLAUR
GSDMA	METTL2B
GSDMA	MAP3K15
RAPGEFL1	EPB41
TOP2A	PTTG1
TOP2A	RRS1
TOP2A	RASGRP2
AC073508.2	AC026150.1
AC073508.2	ELMO3
AC073508.2	CTAGE1
KRT10	LINC00847
KRT10	DNMBP
KRT10	POLR2C
KRT10	TP53RK
KRT10	TIMM29
EIF1	SRM
EIF1	YBX1
EIF1	ANKRD35
EIF1	MRPL9
EIF1	JTB
EIF1	TMEM150A
EIF1	DDX18
